"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"13/06/2024 14:00:00 - 13/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""42.00"","""","""""
"13/06/2024 15:00:00 - 13/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""44.06"","""","""""
"13/06/2024 16:00:00 - 13/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""42.99"","""","""""
"13/06/2024 17:00:00 - 13/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""43.30"","""","""""
"13/06/2024 18:00:00 - 13/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""46.33"","""","""""
"13/06/2024 19:00:00 - 13/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""46.22"","""","""""
"13/06/2024 20:00:00 - 13/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""45.08"","""","""""
"13/06/2024 21:00:00 - 13/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""42.97"","""","""""
"13/06/2024 22:00:00 - 13/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""42.26"","""","""""
"13/06/2024 23:00:00 - 14/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""40.43"","""","""""
"14/06/2024 00:00:00 - 14/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""34.07"","""","""""
"14/06/2024 01:00:00 - 14/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""33.56"","""","""""
"14/06/2024 02:00:00 - 14/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""33.10"","""","""""
"14/06/2024 03:00:00 - 14/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""32.92"","""","""""
"14/06/2024 04:00:00 - 14/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""33.26"","""","""""
"14/06/2024 05:00:00 - 14/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""35.74"","""","""""
"14/06/2024 06:00:00 - 14/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""39.35"","""","""""
"14/06/2024 07:00:00 - 14/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""42.68"","""","""""
"14/06/2024 08:00:00 - 14/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""43.60"","""","""""
"14/06/2024 09:00:00 - 14/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""42.82"","""","""""
"14/06/2024 10:00:00 - 14/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""42.42"","""","""""
"14/06/2024 11:00:00 - 14/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""41.70"","""","""""
"14/06/2024 12:00:00 - 14/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""40.96"","""","""""
"14/06/2024 13:00:00 - 14/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""39.37"","""","""""
"14/06/2024 14:00:00 - 14/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""36.55"","""","""""
"14/06/2024 15:00:00 - 14/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""36.95"","""","""""
"14/06/2024 16:00:00 - 14/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""39.25"","""","""""
"14/06/2024 17:00:00 - 14/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""39.50"","""","""""
"14/06/2024 18:00:00 - 14/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""39.58"","""","""""
"14/06/2024 19:00:00 - 14/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""39.54"","""","""""
"14/06/2024 20:00:00 - 14/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""38.42"","""","""""
"14/06/2024 21:00:00 - 14/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""37.30"","""","""""
"14/06/2024 22:00:00 - 14/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""34.64"","""","""""
"14/06/2024 23:00:00 - 15/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""31.03"","""","""""
"15/06/2024 00:00:00 - 15/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""34.13"","""","""""
"15/06/2024 01:00:00 - 15/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""32.79"","""","""""
"15/06/2024 02:00:00 - 15/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""29.97"","""","""""
"15/06/2024 03:00:00 - 15/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""28.86"","""","""""
"15/06/2024 04:00:00 - 15/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""22.51"","""","""""
"15/06/2024 05:00:00 - 15/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""13.11"","""","""""
"15/06/2024 06:00:00 - 15/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""13.18"","""","""""
"15/06/2024 07:00:00 - 15/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""13.76"","""","""""
"15/06/2024 08:00:00 - 15/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""15.27"","""","""""
"15/06/2024 09:00:00 - 15/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""16.12"","""","""""
"15/06/2024 10:00:00 - 15/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""16.79"","""","""""
"15/06/2024 11:00:00 - 15/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""15.89"","""","""""
"15/06/2024 12:00:00 - 15/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""15.23"","""","""""
"15/06/2024 13:00:00 - 15/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""13.98"","""","""""
"15/06/2024 14:00:00 - 15/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""13.98"","""","""""
"15/06/2024 15:00:00 - 15/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""13.77"","""","""""
"15/06/2024 16:00:00 - 15/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""13.21"","""","""""
"15/06/2024 17:00:00 - 15/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""14.95"","""","""""
"15/06/2024 18:00:00 - 15/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""17.89"","""","""""
"15/06/2024 19:00:00 - 15/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""31.95"","""","""""
"15/06/2024 20:00:00 - 15/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""34.01"","""","""""
"15/06/2024 21:00:00 - 15/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""33.21"","""","""""
"15/06/2024 22:00:00 - 15/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""31.19"","""","""""
"15/06/2024 23:00:00 - 16/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""27.71"","""","""""
"16/06/2024 00:00:00 - 16/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""24.31"","""","""""
"16/06/2024 01:00:00 - 16/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""10.36"","""","""""
"16/06/2024 02:00:00 - 16/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""4.92"","""","""""
"16/06/2024 03:00:00 - 16/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""2.92"","""","""""
"16/06/2024 04:00:00 - 16/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""2.19"","""","""""
"16/06/2024 05:00:00 - 16/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""2.53"","""","""""
"16/06/2024 06:00:00 - 16/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""2.95"","""","""""
"16/06/2024 07:00:00 - 16/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""1.71"","""","""""
"16/06/2024 08:00:00 - 16/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""1.90"","""","""""
"16/06/2024 09:00:00 - 16/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""2.07"","""","""""
"16/06/2024 10:00:00 - 16/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""1.97"","""","""""
"16/06/2024 11:00:00 - 16/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""2.46"","""","""""
"16/06/2024 12:00:00 - 16/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""1.92"","""","""""
"16/06/2024 13:00:00 - 16/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""1.96"","""","""""
"16/06/2024 14:00:00 - 16/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""2.60"","""","""""
"16/06/2024 15:00:00 - 16/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""3.07"","""","""""
"16/06/2024 16:00:00 - 16/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""11.79"","""","""""
"16/06/2024 17:00:00 - 16/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""24.19"","""","""""
"16/06/2024 18:00:00 - 16/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""34.84"","""","""""
"16/06/2024 19:00:00 - 16/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""37.85"","""","""""
"16/06/2024 20:00:00 - 16/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""37.63"","""","""""
"16/06/2024 21:00:00 - 16/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""37.09"","""","""""
"16/06/2024 22:00:00 - 16/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""36.11"","""","""""
"16/06/2024 23:00:00 - 17/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""33.26"","""","""""
"17/06/2024 00:00:00 - 17/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""31.44"","""","""""
"17/06/2024 01:00:00 - 17/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""31.49"","""","""""
"17/06/2024 02:00:00 - 17/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""31.50"","""","""""
"17/06/2024 03:00:00 - 17/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""31.79"","""","""""
"17/06/2024 04:00:00 - 17/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""33.18"","""","""""
"17/06/2024 05:00:00 - 17/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""35.00"","""","""""
"17/06/2024 06:00:00 - 17/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""39.58"","""","""""
"17/06/2024 07:00:00 - 17/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""41.73"","""","""""
"17/06/2024 08:00:00 - 17/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""43.66"","""","""""
"17/06/2024 09:00:00 - 17/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""43.47"","""","""""
"17/06/2024 10:00:00 - 17/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""42.83"","""","""""
"17/06/2024 11:00:00 - 17/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""42.06"","""","""""
"17/06/2024 12:00:00 - 17/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""40.56"","""","""""
"17/06/2024 13:00:00 - 17/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""39.45"","""","""""
"17/06/2024 14:00:00 - 17/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""40.27"","""","""""
"17/06/2024 15:00:00 - 17/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""40.43"","""","""""
"17/06/2024 16:00:00 - 17/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""40.86"","""","""""
"17/06/2024 17:00:00 - 17/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""41.00"","""","""""
"17/06/2024 18:00:00 - 17/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""41.63"","""","""""
"17/06/2024 19:00:00 - 17/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""41.42"","""","""""
"17/06/2024 20:00:00 - 17/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""41.55"","""","""""
"17/06/2024 21:00:00 - 17/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""41.02"","""","""""
"17/06/2024 22:00:00 - 17/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""39.64"","""","""""
"17/06/2024 23:00:00 - 18/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""36.72"","""","""""
"18/06/2024 00:00:00 - 18/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""35.52"","""","""""
"18/06/2024 01:00:00 - 18/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""35.05"","""","""""
"18/06/2024 02:00:00 - 18/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""35.08"","""","""""
"18/06/2024 03:00:00 - 18/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""35.12"","""","""""
"18/06/2024 04:00:00 - 18/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""35.51"","""","""""
"18/06/2024 05:00:00 - 18/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""38.68"","""","""""
"18/06/2024 06:00:00 - 18/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""42.53"","""","""""
"18/06/2024 07:00:00 - 18/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""43.89"","""","""""
"18/06/2024 08:00:00 - 18/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""45.37"","""","""""
"18/06/2024 09:00:00 - 18/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""46.22"","""","""""
"18/06/2024 10:00:00 - 18/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""42.40"","""","""""
"18/06/2024 11:00:00 - 18/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""42.89"","""","""""
"18/06/2024 12:00:00 - 18/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""42.48"","""","""""
"18/06/2024 13:00:00 - 18/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""39.83"","""","""""
"18/06/2024 14:00:00 - 18/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""39.26"","""","""""
"18/06/2024 15:00:00 - 18/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""38.50"","""","""""
"18/06/2024 16:00:00 - 18/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""37.72"","""","""""
"18/06/2024 17:00:00 - 18/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""39.02"","""","""""
"18/06/2024 18:00:00 - 18/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""39.66"","""","""""
"18/06/2024 19:00:00 - 18/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""39.65"","""","""""
"18/06/2024 20:00:00 - 18/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""39.18"","""","""""
"18/06/2024 21:00:00 - 18/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""37.24"","""","""""
"18/06/2024 22:00:00 - 18/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""34.14"","""","""""
"18/06/2024 23:00:00 - 19/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""30.47"","""","""""
"19/06/2024 00:00:00 - 19/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""27.51"","""","""""
"19/06/2024 01:00:00 - 19/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""25.86"","""","""""
"19/06/2024 02:00:00 - 19/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""24.90"","""","""""
"19/06/2024 03:00:00 - 19/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""23.45"","""","""""
"19/06/2024 04:00:00 - 19/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""23.19"","""","""""
"19/06/2024 05:00:00 - 19/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""26.11"","""","""""
"19/06/2024 06:00:00 - 19/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""28.59"","""","""""
"19/06/2024 07:00:00 - 19/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""29.10"","""","""""
"19/06/2024 08:00:00 - 19/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""28.89"","""","""""
"19/06/2024 09:00:00 - 19/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""28.76"","""","""""
"19/06/2024 10:00:00 - 19/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""26.76"","""","""""
"19/06/2024 11:00:00 - 19/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""26.39"","""","""""
"19/06/2024 12:00:00 - 19/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""25.91"","""","""""
"19/06/2024 13:00:00 - 19/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""25.40"","""","""""
"19/06/2024 14:00:00 - 19/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""21.87"","""","""""
"19/06/2024 15:00:00 - 19/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""18.95"","""","""""
"19/06/2024 16:00:00 - 19/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""20.81"","""","""""
"19/06/2024 17:00:00 - 19/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""19.35"","""","""""
"19/06/2024 18:00:00 - 19/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""19.01"","""","""""
"19/06/2024 19:00:00 - 19/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.99"","""","""""
"19/06/2024 20:00:00 - 19/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""13.69"","""","""""
"19/06/2024 21:00:00 - 19/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""12.22"","""","""""
"19/06/2024 22:00:00 - 19/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""10.07"","""","""""
"19/06/2024 23:00:00 - 20/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""4.47"","""","""""
"20/06/2024 00:00:00 - 20/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""5.15"","""","""""
"20/06/2024 01:00:00 - 20/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""5.82"","""","""""
"20/06/2024 02:00:00 - 20/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""8.18"","""","""""
"20/06/2024 03:00:00 - 20/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""10.64"","""","""""
"20/06/2024 04:00:00 - 20/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""10.59"","""","""""
"20/06/2024 05:00:00 - 20/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""11.73"","""","""""
"20/06/2024 06:00:00 - 20/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""15.64"","""","""""
"20/06/2024 07:00:00 - 20/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""19.19"","""","""""
"20/06/2024 08:00:00 - 20/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""23.03"","""","""""
"20/06/2024 09:00:00 - 20/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""18.86"","""","""""
"20/06/2024 10:00:00 - 20/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""14.90"","""","""""
"20/06/2024 11:00:00 - 20/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""10.40"","""","""""
"20/06/2024 12:00:00 - 20/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""6.59"","""","""""
"20/06/2024 13:00:00 - 20/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""3.83"","""","""""
"20/06/2024 14:00:00 - 20/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""3.00"","""","""""
"20/06/2024 15:00:00 - 20/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""2.61"","""","""""
"20/06/2024 16:00:00 - 20/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""2.05"","""","""""
"20/06/2024 17:00:00 - 20/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""1.50"","""","""""
"20/06/2024 18:00:00 - 20/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""2.44"","""","""""
"20/06/2024 19:00:00 - 20/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""3.01"","""","""""
"20/06/2024 20:00:00 - 20/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""3.01"","""","""""
"20/06/2024 21:00:00 - 20/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""2.02"","""","""""
"20/06/2024 22:00:00 - 20/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""0.93"","""","""""
"20/06/2024 23:00:00 - 21/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""0.21"","""","""""
"21/06/2024 00:00:00 - 21/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"21/06/2024 01:00:00 - 21/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""0.25"","""","""""
"21/06/2024 02:00:00 - 21/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""0.40"","""","""""
"21/06/2024 03:00:00 - 21/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""1.30"","""","""""
"21/06/2024 04:00:00 - 21/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""2.56"","""","""""
"21/06/2024 05:00:00 - 21/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""4.09"","""","""""
"21/06/2024 06:00:00 - 21/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""4.19"","""","""""
"21/06/2024 07:00:00 - 21/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""8.91"","""","""""
"21/06/2024 08:00:00 - 21/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""15.23"","""","""""
"21/06/2024 09:00:00 - 21/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""20.34"","""","""""
"21/06/2024 10:00:00 - 21/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""19.50"","""","""""
"21/06/2024 11:00:00 - 21/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""20.52"","""","""""
"21/06/2024 12:00:00 - 21/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""21.48"","""","""""
"21/06/2024 13:00:00 - 21/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""21.49"","""","""""
"21/06/2024 14:00:00 - 21/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""22.73"","""","""""
"21/06/2024 15:00:00 - 21/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""22.93"","""","""""
"21/06/2024 16:00:00 - 21/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""26.50"","""","""""
"21/06/2024 17:00:00 - 21/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""29.09"","""","""""
"21/06/2024 18:00:00 - 21/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""34.44"","""","""""
"21/06/2024 19:00:00 - 21/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""34.76"","""","""""
"21/06/2024 20:00:00 - 21/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""34.92"","""","""""
"21/06/2024 21:00:00 - 21/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""32.56"","""","""""
"21/06/2024 22:00:00 - 21/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""30.85"","""","""""
"21/06/2024 23:00:00 - 22/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""28.11"","""","""""
"22/06/2024 00:00:00 - 22/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""33.33"","""","""""
"22/06/2024 01:00:00 - 22/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""33.09"","""","""""
"22/06/2024 02:00:00 - 22/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""31.83"","""","""""
"22/06/2024 03:00:00 - 22/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""31.58"","""","""""
"22/06/2024 04:00:00 - 22/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""30.59"","""","""""
"22/06/2024 05:00:00 - 22/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""29.49"","""","""""
"22/06/2024 06:00:00 - 22/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""32.03"","""","""""
"22/06/2024 07:00:00 - 22/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""34.75"","""","""""
"22/06/2024 08:00:00 - 22/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.59"","""","""""
"22/06/2024 09:00:00 - 22/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""34.34"","""","""""
"22/06/2024 10:00:00 - 22/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""22.88"","""","""""
"22/06/2024 11:00:00 - 22/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""23.89"","""","""""
"22/06/2024 12:00:00 - 22/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""21.28"","""","""""
"22/06/2024 13:00:00 - 22/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""20.18"","""","""""
"22/06/2024 14:00:00 - 22/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""19.96"","""","""""
"22/06/2024 15:00:00 - 22/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""20.51"","""","""""
"22/06/2024 16:00:00 - 22/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""19.96"","""","""""
"22/06/2024 17:00:00 - 22/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""35.08"","""","""""
"22/06/2024 18:00:00 - 22/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""36.59"","""","""""
"22/06/2024 19:00:00 - 22/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""36.19"","""","""""
"22/06/2024 20:00:00 - 22/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""35.62"","""","""""
"22/06/2024 21:00:00 - 22/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""34.42"","""","""""
"22/06/2024 22:00:00 - 22/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""30.49"","""","""""
"22/06/2024 23:00:00 - 23/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""27.54"","""","""""
"23/06/2024 00:00:00 - 23/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""30.89"","""","""""
"23/06/2024 01:00:00 - 23/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""30.19"","""","""""
"23/06/2024 02:00:00 - 23/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""29.88"","""","""""
"23/06/2024 03:00:00 - 23/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""29.72"","""","""""
"23/06/2024 04:00:00 - 23/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""29.61"","""","""""
"23/06/2024 05:00:00 - 23/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""29.22"","""","""""
"23/06/2024 06:00:00 - 23/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""30.34"","""","""""
"23/06/2024 07:00:00 - 23/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""34.99"","""","""""
"23/06/2024 08:00:00 - 23/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""25.42"","""","""""
